TRAIN_LOSS,0.005191013960042828,3,1
TEST_LOSS,0.00623062862375993,3,1
TRAIN_LOSS,0.004301565425399154,3,2
TEST_LOSS,0.006935803431147992,3,2
TRAIN_LOSS,0.0038014927257845614,3,3
TEST_LOSS,0.006554944089397025,3,3
TRAIN_LOSS,0.0035095664999798782,3,4
TEST_LOSS,0.0077834863620583235,3,4
TRAIN_LOSS,0.0032333066065421364,3,5
TEST_LOSS,0.00778806636096132,3,5
TRAIN_LOSS,0.0030359216464214862,3,6
TEST_LOSS,0.007912018567212591,3,6
TRAIN_LOSS,0.0028617909684472602,3,7
TEST_LOSS,0.00790296440556095,3,7
TRAIN_LOSS,0.0027243628903511332,3,8
TEST_LOSS,0.008579640832957746,3,8
TRAIN_LOSS,0.0025816564695104764,3,9
TEST_LOSS,0.00871794202071458,3,9
TRAIN_LOSS,0.0024914448712299664,3,10
TEST_LOSS,0.009289878008584345,3,10
