TRAIN_LOSS,0.005224585877475503,1,1
TEST_LOSS,0.006313354071300751,1,1
TRAIN_LOSS,0.004284042238166132,1,2
TEST_LOSS,0.006633076769427535,1,2
TRAIN_LOSS,0.0038213156119715702,1,3
TEST_LOSS,0.006414599442031757,1,3
TRAIN_LOSS,0.0034877609621240023,1,4
TEST_LOSS,0.00756386516301642,1,4
TRAIN_LOSS,0.003255881837326163,1,5
TEST_LOSS,0.007207220032260774,1,5
TRAIN_LOSS,0.003103145929671549,1,6
TEST_LOSS,0.0072601677654206736,1,6
TRAIN_LOSS,0.0029719199834045674,1,7
TEST_LOSS,0.0070972557955309,1,7
TRAIN_LOSS,0.0029068211492789243,1,8
TEST_LOSS,0.008628852239660771,1,8
TRAIN_LOSS,0.0028542482245636357,1,9
TEST_LOSS,0.008836688239227777,1,9
TRAIN_LOSS,0.0027852807651814145,1,10
TEST_LOSS,0.008288559433644626,1,10
