TRAIN_LOSS,0.005254323857811254,4,1
TEST_LOSS,0.006288769780966935,4,1
TRAIN_LOSS,0.004346845449863866,4,2
TEST_LOSS,0.007311413322876809,4,2
TRAIN_LOSS,0.0038406007310590406,4,3
TEST_LOSS,0.007227166320383098,4,3
TRAIN_LOSS,0.0034230394157320613,4,4
TEST_LOSS,0.008552460600217382,4,4
TRAIN_LOSS,0.003123711535388435,4,5
TEST_LOSS,0.008679767640303598,4,5
TRAIN_LOSS,0.002867628110057096,4,6
TEST_LOSS,0.008903535398734435,4,6
TRAIN_LOSS,0.0026753247076360146,4,7
TEST_LOSS,0.009204098469257137,4,7
TRAIN_LOSS,0.0025634327246582505,4,8
TEST_LOSS,0.010817432261229717,4,8
TRAIN_LOSS,0.002426819712764475,4,9
TEST_LOSS,0.012005941303406851,4,9
TRAIN_LOSS,0.002302528670316842,4,10
TEST_LOSS,0.012177391342036008,4,10
